Objeto do Contrato;Tipo de Procedimento;Tipo(s) de Contrato;CPV;CPV Tipo ;CPV Designação;CPV Valor;Entidade(s) Adjudicante(s);Entidade(s) Adjudicatária(s);Preço Contratual;Data de Publicação;Data de Celebração do Contrato;Prazo de Execução;Local de Execução;Fundamentação;Causa de Extinção do Contrato;Data de Fecho do Contrato;Preço Total Efetivo;Causas das Alterações ao Prazo;Causas das Alterações ao Preço;Estado;N.º registo do Acordo Quadro;Descrição do Acordo Quadro;Procedimento Centralizado;Ligação para Peças do Procedimento;Lista de Fornecedores (cocontratantes);Aquisição ao Abrigo de Acordo Quadro de outro Estado-membro da UE;Medidas especiais;Regime;Critérios Materiais;CCP;groupMembers
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;1577.84 € ;Santa Casa da Misericórdia de Lisboa (500745471);"B.BRAUN MEDICAL, UNIPESSOAL, LDA. (501506543)";"1.577,84 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Serviços de Cópia e Impressão;Concurso público;Aquisição de serviços;72611000-6;Principal;Serviços de assistência técnica informática;179928.0 € ;Município de Bragança (506215547);"BCN - Sistemas de Escritório e Imagem, SA (505317087)";"179.928,00 €";02-04-2026;17-03-2026;1096 dias;"Portugal, Braganca, Bragança";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA0ODQ4MQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material para UCI;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;7275.0 € ;"Unidade Local de Saúde do Algarve, EPE (510745997)";Masimo INternational SARL  (821023548B01);"7.275,00 €";02-04-2026;04-03-2026;365 dias;"Portugal, Faro, Portimão<BR/>Portugal, Faro, Faro";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/UXBBNFlJY1pKWGtJMGthTVV6ZHloM01md0lNR1VNR2gxdlVQZ1IwcEYxQUNkdmhsZzhsRDF2Q25GaGdmMTVvNEpxL0R0Y2tFSEpUNVlvU2Y3RmhJYXc9PUlZamcy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;191.06 € ;Santa Casa da Misericórdia de Lisboa (500745471);"NOVARTIS FARMA - PRODUTOS FARMACÊUTICOS, S.A. (500063524)";"191,06 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;2814.0 € ;Santa Casa da Misericórdia de Lisboa (500745471);"FRESENIUS KABI PHARMA PORTUGAL, LDA. (504293753)";"2.814,00 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;482.4 € ;Santa Casa da Misericórdia de Lisboa (500745471);"MUNDIPHARMA - FARMACÊUTICA, LDA. (506760014)";"482,40 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Reabilitação do Museu de Lamego - Edifício de Reservas(2);Concurso público;Empreitadas de obras públicas;45200000-9;Principal;Obras de construção total ou parcial e de engenharia civil;898323.03 € ;Município de Lamego (506572218);AJP MATOS PINHEIRO LDA (515062707);"898.323,03 €";02-04-2026;31-03-2026;150 dias;Portugal;"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1OTc3NA;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Viatura Ligeira de Passageiros 100% Elétrica Transformada;Concurso público;Aquisição de bens móveis;34100000-8;Principal;Veículos a motor;37062.15 € ;Associação dos Amigos de Perrães (501569871);ENTREPOSTO A FONTES SA (501262300);"37.062,15 €";02-04-2026;31-03-2026;90 dias;Portugal;"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA1ODMzMg;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material para UCI;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;19950.0 € ;"Unidade Local de Saúde do Algarve, EPE (510745997)";"GETINGE GROUP PORTUGAL, UNIPESSOAL LDA.(EX-MAQUET) (506819698)";"19.950,00 €";02-04-2026;17-03-2026;365 dias;"Portugal, Faro, Portimão<BR/>Portugal, Faro, Faro";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/UXBBNFlJY1pKWGtJMGthTVV6ZHloM01md0lNR1VNR2gxdlVQZ1IwcEYxQUNkdmhsZzhsRDF2Q25GaGdmMTVvNEpxL0R0Y2tFSEpUNVlvU2Y3RmhJYXc9PUlZamcy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;1035.0 € ;Santa Casa da Misericórdia de Lisboa (500745471);LABESFAL - LABORATÓRIOS ALMIRO S.A. (501169580);"1.035,00 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;1860.0 € ;Santa Casa da Misericórdia de Lisboa (500745471);LABESFAL - LABORATÓRIOS ALMIRO S.A. (501169580);"1.860,00 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
EB1/JI Mazarefes - Obras de Requalificação e Beneficiação;Concurso público;Empreitadas de obras públicas;45113000-2;Principal;Obras no local;131843.36 € ;Município de Viana do Castelo (506037258);"Sociedade Albino Matos Fernandes – Engenharia & Construção, Lda (502543094)";"131.843,36 €";02-04-2026;31-03-2026;70 dias;"Portugal, Viana do Castelo, Viana do Castelo";"Artigo 19.º, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.anogov.com/cm-vianacastelo/faces/app/acessoDocs.jsp?codigoAcesso=P6C5xfteQh8KyoN1n9wnR96PZdHGogMeSU2mY6YP4RyxulW4zj;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;144.0 € ;Santa Casa da Misericórdia de Lisboa (500745471);LABORATÓRIO MEDINFAR-PRODUTOS FARMACÊUTICOS S.A. (500384045);"144,00 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material para UCI;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;2674.0 € ;"Unidade Local de Saúde do Algarve, EPE (510745997)";"Medline international Portugal, Unipessoal, Lda.  (510533515)";"2.674,00 €";02-04-2026;04-03-2026;365 dias;"Portugal, Faro, Portimão<BR/>Portugal, Faro, Faro";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/UXBBNFlJY1pKWGtJMGthTVV6ZHloM01md0lNR1VNR2gxdlVQZ1IwcEYxQUNkdmhsZzhsRDF2Q25GaGdmMTVvNEpxL0R0Y2tFSEpUNVlvU2Y3RmhJYXc9PUlZamcy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Medicamentos do Sistema Nervoso Central II;Concurso público;Aquisição de bens móveis;33661000-1;Principal;Medicamentos para o sistema nervoso;900.0 € ;Santa Casa da Misericórdia de Lisboa (500745471);LABORATÓRIO MEDINFAR-PRODUTOS FARMACÊUTICOS S.A. (500384045);"900,00 €";02-04-2026;19-03-2026;731 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/OTkwMzk0;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
IMUNOHEMOTERAPIA - REAGENTES C DISP EQUIP;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;1581.52 € ;"Instituto Português de Oncologia de Coimbra Francisco Gentil, EPE (506361438)";"Quilaban – Química Laboratorial Analítica, S.A. (500399670)";"1.581,52 €";02-04-2026;25-03-2026;306 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/ZDZZcXowMGF3elIvNmVsNDUwb3FEWFQyZlI1TFVQaUJ3M3FKMm96dXhMZ1B3OG5Tam1LdXRwUmFnanY5VHdIbUpENnhyYy9XNysya2crbkxDQkZUaHc9PUI2ejRS;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Aquisição, por LOTES, de Equipamentos Informáticos";Concurso público;Aquisição de bens móveis;30230000-0;Principal;Equipamento informático;1804.0 € ;Centro de Formação Profissional da Industria Metalúrgica e Metalomecânica (CENFIM) (502077352);"Iland Networks, S.A. (518531066)";"1.804,00 €";02-04-2026;26-01-2026;60 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/eGFMVHJKYWhycUVvT2xOaXZuS011YWVXL2NLaFVXZXBQdWJseXBYbW9IZ2lKcW96MDZnYUpsN1BhM3k5UnRDQW9uWm1zY3lwUkZuZVNld0JTdFFxVVE9PUgyNUJX;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
ISI.PR.25.007 – Aquisição e instalação de sistema de vídeo vigilância;Concurso público;Aquisição de bens móveis;32323500-8;Principal;Sistema de vigilância por vídeo;519738.48 € ;"APS - Administração dos Portos de Sines e do Algarve, SA (501208950)";Zona Ativa - Sistemas de Electricidade e Segurança Lda (514795085);"519.738,48 €";02-04-2026;12-11-2025;160 dias;Portugal;"Artigo 33.º, n.º 1 do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/anhLdk5KdmZBVjBDRWU0SkFSMk1DVUNWL0F4d0hlS1dwUXdQVDdvOFhqVGh0N3dCYi9rVURHb2E4VURwcE82cmV6TG1nb0xUSDIwRXB2ZVRsK0tzclE9PXlfUCtC;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de Material para UCI;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;11160.0 € ;"Unidade Local de Saúde do Algarve, EPE (510745997)";"B. BRAUN MEDICAL Unipessoal, Lda. (501506543)";"11.160,00 €";02-04-2026;17-03-2026;365 dias;"Portugal, Faro, Faro<BR/>Portugal, Faro, Portimão";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/UXBBNFlJY1pKWGtJMGthTVV6ZHloM01md0lNR1VNR2gxdlVQZ1IwcEYxQUNkdmhsZzhsRDF2Q25GaGdmMTVvNEpxL0R0Y2tFSEpUNVlvU2Y3RmhJYXc9PUlZamcy;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Aquisição de serviços de impressão gráfica de materiais de comunicação e merchandising para a Bienal de Arte e Tecnologia - Index 2026;Concurso público;Aquisição de serviços;79823000-9;Principal;Serviços de impressão e entrega;4454.43 € ;"Faz Cultura - Empresa Municipal de Cultura de Braga, EM (500463964)";"Marketingable, Lda. (515263575)";"4.454,43 €";02-04-2026;31-03-2026;76 dias;"Portugal, Braga, Braga";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA2NTcxNQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
Serviços de “Comunicação e avaliação da presença do Greater Porto no MIPIM 2026”.;Concurso público;Aquisição de serviços;79933000-3;Principal;Serviços de assistência em matéria de design;26266.66 € ;Município do Porto (501306099);"MARKETINGABLE, LDA (515263575)";"26.266,66 €";02-04-2026;06-03-2026;300 dias;"Portugal, Porto, Porto";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;true;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTAwNzM1OQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
IMUNOHEMOTERAPIA - REAGENTES C DISP EQUIP;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;69691.0 € ;"Instituto Português de Oncologia de Coimbra Francisco Gentil, EPE (506361438)";"Bio-Rad Laboratories, Lda. (501301321)";"69.691,00 €";02-04-2026;31-03-2026;306 dias;"Portugal, Coimbra, Coimbra";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/ZDZZcXowMGF3elIvNmVsNDUwb3FEWFQyZlI1TFVQaUJ3M3FKMm96dXhMZ1B3OG5Tam1LdXRwUmFnanY5VHdIbUpENnhyYy9XNysya2crbkxDQkZUaHc9PUI2ejRS;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Prestação de serviços médicos Especialidade Ginecologia/Obstetrícia, com o Código CPV 85121210-8 - Serviços de Medicina Especializada";Concurso público;Aquisição de serviços;85121210-8;Principal;Serviços de ginecologia ou obstetrícia;104500.0 € ;"Unidade Local de Saúde do Oeste, EPE (514993871)";"GS24 - HEALTHCARE SOLUTIONS, S.A. (507824652)";"104.500,00 €";02-04-2026;27-02-2026;365 dias;"Portugal, Leiria, Caldas da Rainha";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/c1puTENKeFJMQjJ5bEFvQk5VV05uUElTbWdpM050VTJwd0hLMHp5QWJBWUkrcUg1OVptVFpNZVJSOVRwcytoRkgzQkIwVlFPZDYzenV2aDZjcWs5dmc9PW05TFRl;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
"Fornecimento de equipamento hoteleiro para as Escolas de Hotelaria e Turismo da rede escolar do Turismo de Portugal, I.P. ";Concurso público;Aquisição de bens móveis;39314000-6;Principal;Equipamento para cozinha industrial;1235101.0 € ;"Instituto do Turismo de Portugal, IP (508666236)";Sternblu - Tecnologia e Equipamentos Hoteleiros e Alimentares SA (501524606);"1.235.101,00 €";02-04-2026;30-03-2026;60 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea a) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/SEhLSWZTYmtodVlSdWdvUG5jUmdSdGJXa3hRSER1VHFDQ0RvcVBLdDBrMGw0bzNZVnFwRklubHB6bFlXQ2dxVGlMd3NYQyt4dlRZKzZmbFRCV21CMnc9PWFPKmZq;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
262A000073 - Aquisição de Dispositivos de drenagem para 2026;Concurso público;Aquisição de bens móveis;33140000-3;Principal;Material médico de consumo;18950.25 € ;"Unidade Local de Saúde de Santa Maria, EPE (508481287)";"Aviquímica – Importações e Manufacturas, Lda. (500039720)";"18.950,25 €";02-04-2026;30-03-2026;276 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://community.vortal.biz/Public/public-tender-documents/NE5KZXFCK3VUSXlQUHQzTDZKWkhxRC9uV1hWT2ZXQ01ZM2xWZWNtenpwTHlZVEgxSkQ3NTJaNGpuRWlGcmhLaEtzeS9TY05WeFlla25CaVd6SzcrMXc9PSVrSFkr;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP 08-2026 Aquisição de reagentes para a Área das Doenças Crónicas ;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;8505.0 € ;"Instituto Nacional de Saúde Doutor Ricardo Jorge, IP (501427511)";"SYSMEX PORTUGAL, S.A. (500094853)";"8.505,00 €";01-04-2026;31-03-2026;306 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA2MDE5OQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP 08-2026 Aquisição de reagentes para a Área das Doenças Crónicas ;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;4630.0 € ;"Instituto Nacional de Saúde Doutor Ricardo Jorge, IP (501427511)";ROCHE SISTEMA DE DIAGNOSTICOS (504282921);"4.630,00 €";01-04-2026;31-03-2026;273 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA2MDE5OQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP 08-2026 Aquisição de reagentes para a Área das Doenças Crónicas ;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;142.5 € ;"Instituto Nacional de Saúde Doutor Ricardo Jorge, IP (501427511)";"KNOW-HOW Diagnósticos, LDA. (509884296)";"142,50 €";01-04-2026;31-03-2026;273 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA2MDE5OQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
CP 08-2026 Aquisição de reagentes para a Área das Doenças Crónicas ;Concurso público;Aquisição de bens móveis;33696500-0;Principal;Reagentes de laboratório;2940.99 € ;"Instituto Nacional de Saúde Doutor Ricardo Jorge, IP (501427511)";EUROIMMUN Portugal (504022180);"2.940,99 €";01-04-2026;31-03-2026;273 dias;"Portugal, Lisboa, Lisboa";"Artigo 20.º, n.º 1, alínea b) do Código dos Contratos Públicos";;;;;;;Não aplicável.;Não aplicável.;false;https://www.acingov.pt/acingovprod/2/zonaPublica/zona_publica_c/donwloadProcedurePiece/MTA2MDE5OQ;false;;;"Código dos Contratos Públicos (DL111-B/2017) e Lei n.º 30/2021, de 21.05";false;false;
